Dates,USDZAR Curncy,ZAR1W Curncy,USDZARV1W Curncy,USDZAR25R1W Curncy,USDZAR25B1W Curncy,USDZAR10R1W Curncy,USDZAR10B1W Curncy,USOSFR1Z Curncy
6/14/2013,9.9452,97,19.0025,1.2925,0.6025,-0.005,3.245,0.1314
6/7/2013,9.9633,107,16.96,1.9175,0.535,1.835,2.6375,0.1354
5/31/2013,10.0915,103,17.14,1.3875,0.315,0.615,3.1175,0.1454
5/24/2013,9.5762,95,12.31,0.86,0.265,1.465,0.91,0.1404
5/17/2013,9.4038,90,12.1,0.6825,0.2475,0.995,0.9625,0.1604
5/10/2013,9.1219,87,10.9675,0.6175,0.2575,1.0125,0.8975,0.1614
5/3/2013,8.9097,86,10.0625,0.6575,0.2925,1.0975,1.0225,0.1704
4/26/2013,9.1019,86,12.84,0.5975,0.2925,0.87,1.0975,0.1699
4/19/2013,9.2256,86,11.59,0.6,0.27,0.96,0.99,0.1789
4/12/2013,8.9434,83,10.475,0.525,0.28,0.7,1.12,0.1764
4/5/2013,9.0974,86,10.62,0.63,0.275,0.84,1.1075,0.1789
3/29/2013,9.2363,88,10.7125,0.665,0.305,0.835,1.22,0.1844
3/22/2013,9.3005,88,12.38,0.895,0.31,1.38,1.15,0.1914
3/15/2013,9.1843,86,13.65,0.7775,0.3375,1.105,1.265,0.1854
3/8/2013,9.0896,85,12.7325,0.9675,0.365,1.3125,1.43,0.1939
3/1/2013,9.0643,86,13.595,0.9975,0.3325,1.44,1.275,0.1879
2/22/2013,8.8651,86,11.82,0.6925,0.4075,0.815,1.6,0.1949
2/15/2013,8.855,86,11.8025,0.6,0.525,-0.435,2.25,0.1869
2/8/2013,8.8821,85,11.805,0.6475,0.5075,-0.2175,2.2075,0.1754
2/1/2013,8.8398,85,12.355,0.955,0.475,1.065,1.81,0.1774
1/25/2013,8.9446,84,12.895,1.025,0.485,1.315,1.58,0.1754
1/18/2013,8.8805,80,11.495,1.7325,1.245,2.07,3,0.1844
1/11/2013,8.72,77,10.52,1.6425,1.09,0.7,3.1375,0.1909
1/4/2013,8.5619,77,11.4075,0.915,0.5175,0.595,2.3075,0.2014
12/28/2012,8.4797,80,11.0175,0.8275,0.2175,0.1425,1.9925,0.2004
12/21/2012,8.5923,82,10.8375,0.8475,0.4425,0.4325,2.0525,0.2004
12/14/2012,8.6167,97,12.19,0.95,0.4175,1.645,1.3325,0.1984
12/7/2012,8.6556,83,12.7575,0.8775,0.3725,1.525,1.27,0.1999
11/30/2012,8.9088,86,12.06,0.8525,0.3875,1.29,1.46,0.2104
11/23/2012,8.877,86,12.275,0.885,0.36,1.47,1.32,0.2034
11/16/2012,8.8709,86,13.6,1.4875,0.47,2.3625,1.6625,0.2019
11/9/2012,8.7105,83,12.9875,1.43,0.395,2.3575,1.41,0.2014
11/2/2012,8.77,82,14.2775,1.525,0.535,2.555,1.495,0.2154
10/26/2012,8.6431,85,14.8925,2.085,0.83,3.55,1.5925,0.1974
10/19/2012,8.6615,82,15.205,1.745,0.415,2.9975,1.39,0.1879
10/12/2012,8.7295,85,18.315,2.465,0.7775,3.585,3.005,0.1944
10/5/2012,8.7793,83,16.425,1.775,1.14,3.1425,2.15,0.1934
9/28/2012,8.3146,80,14.3475,0.9325,0.365,1.41,1.37,0.1789
9/21/2012,8.278,79,14,0.725,0.455,0.975,1.74,0.1814
9/14/2012,8.2059,79,15.635,0.7825,0.3825,1.235,1.42,0.1884
9/7/2012,8.1709,80,14.095,1.025,0.4,1.67,1.42,0.1854
8/31/2012,8.4,80,14.525,1,0.435,1.305,1.77,0.1764
8/24/2012,8.4003,82,13.76,1.0325,0.3725,1.71,1.38,0.1744
8/17/2012,8.3172,81,14.46,1.015,0.52,1.44,2.005,0.1804
8/10/2012,8.0916,80,14.5925,1.45,0.5025,2.2975,1.7675,0.1849
8/3/2012,8.1489,80,15.63,1.3825,0.53,2.24,1.9175,0.1854
7/27/2012,8.157,80,15.185,1.545,0.4725,2.5,1.6325,0.1914
7/20/2012,8.2868,81,13.8075,1.49,0.52,2.3125,1.7775,0.1879
7/13/2012,8.2656,88,14.795,1.745,0.545,2.86,1.715,0.2024
7/6/2012,8.2591,86,15.4925,1.7525,0.5,3.0525,1.7975,0.2054
6/29/2012,8.1642,88,15.015,1.7375,0.5525,2.74,2.13,0.2134
6/22/2012,8.3999,89,18.0175,2.07,0.565,3.585,2.0175,0.2064
6/15/2012,8.3547,89,21.625,2.7675,0.585,4.575,2.045,0.2044
6/8/2012,8.3877,89,20.0525,3.0275,0.5925,5.11,1.9075,0.1974
6/1/2012,8.5753,90,19.61,3.675,0.6075,6.4625,1.94,0.1944
5/25/2012,8.4058,89,17.625,2.9075,0.5825,4.9675,1.81,0.1924
5/18/2012,8.3381,87,18.465,3.4225,0.5525,6.0075,1.6775,0.2019
5/11/2012,8.0971,83,15.4225,2.15,0.4675,3.8575,1.445,0.1934
5/4/2012,7.831,80,12.4375,1.65,0.4475,3.09,1.45,0.1854
4/27/2012,7.7445,80,13.03,1.6875,0.4725,3.0675,1.58,0.1754
4/20/2012,7.8123,91,14.56,1.9375,0.4775,3.51,1.53,0.1614
4/13/2012,7.9491,80,14.67,2.255,0.925,4.07,2.155,0.1784
4/6/2012,7.8834,78,13.895,2.2425,1.2975,4.105,2.565,0.1709
3/30/2012,7.673,78,14.2775,2.2125,0.7675,4.11,1.87,0.1614
3/23/2012,7.6806,76,14.975,2.375,1.075,4.36,2.275,0.1829
3/16/2012,7.5577,76,15.135,1.8625,0.58,3.3625,1.55,0.1754
3/9/2012,7.5692,77,15.015,1.375,0.435,2.47,1.325,0.1584
3/2/2012,7.5208,76,15.235,1.41,0.65,2.62,1.655,0.1454
2/24/2012,7.5986,78,15.27,1.41,0.57,2.51,1.455,0.1444
2/17/2012,7.7419,75,15.7125,1.8625,0.6775,3.395,1.76,0.1549
2/10/2012,7.7493,75,16.8025,2.61,0.6525,4.61,1.65,0.1644
2/3/2012,7.5218,79,16.375,1.585,1.36,2.84,2.51,0.1454
1/27/2012,7.756,84,15.505,2.01,1.06,3.595,2.145,0.1284
1/20/2012,7.9516,86,15.62,2.06,0.67,3.825,1.78,0.1299
1/13/2012,8.13,91,16.19,3.3675,0.7975,6.0725,1.8675,0.1169
1/6/2012,8.1757,94,19.535,2.775,0.865,5.01,1.9775,0.1104
12/30/2011,8.09,119,18.2525,3.705,1.065,6.6725,2.575,0.1154
12/23/2011,8.1621,100,17.835,3.4025,0.83,6.1175,2.4375,0.1064
12/16/2011,8.399,98,21.66,3.2475,0.49,7.37,2.02,0.1194
12/9/2011,8.0959,87,22.6,3.015,0.75,7.21,2.38,0.1224
12/2/2011,8.0437,88,22.91,3.5975,0.44,7.1575,1.83,0.1269
11/25/2011,8.5427,91,25.21,4.655,0.385,9.3025,1.765,0.1344
11/18/2011,8.1975,86,23.85,4.2775,0.24,8.9275,1.61,0.1254
11/11/2011,7.9365,83,23.85,4.42,0.66,7.64,1.575,0.1264
11/4/2011,7.9047,83,26.105,4.1475,0.18,9.165,1.8225,0.1214
10/28/2011,7.7259,82,24.75,4.135,0.64,7.355,1.635,0.1184
10/21/2011,8.0408,86,26.84,6.115,0.71,10.89,1.5575,0.1184
10/14/2011,7.832,85,24.6675,5.595,0.755,9.7775,1.64,0.1174
10/7/2011,8.0018,83,28.46,5.75,1.365,9.79,2.1175,0.1254
9/30/2011,8.0967,87,30.5675,5.4075,0.62,9.415,1.505,0.1314
9/23/2011,8.1198,88,32.11,6.5275,0.755,11.4575,1.81,0.1344
9/16/2011,7.4915,76,19.2,3.47,0.575,6.0625,1.5275,0.1134
9/9/2011,7.2845,74,17.65,3.57,1.29,6.2225,2.1725,0.1204
9/2/2011,7.0601,74,15.955,2.68,0.495,4.675,1.395,0.1384
8/26/2011,7.1476,77,17.6625,3.25,0.5725,5.6725,1.445,0.1254
8/19/2011,7.1872,76,19.775,3.8875,0.6175,6.865,1.63,0.1294
8/12/2011,7.181,78,22.135,3.875,0.595,6.69,1.475,0.1434
8/5/2011,6.9246,70,17.1575,2.5475,0.4725,4.445,1.255,0.1184
7/29/2011,6.691,79,15.46,2.03,0.43,3.5725,1.1825,0.1404
7/22/2011,6.774,71,14.6825,2.3825,0.7925,4.1525,1.585,0.0924
7/15/2011,6.8846,68,15.825,2.3375,0.805,4.11,1.57,0.1144
7/8/2011,6.7085,67,12.6775,1.85,0.46,3.2625,1.2475,0.1234
7/1/2011,6.7308,68,13.455,1.975,0.4675,3.485,1.2875,0.1344
6/24/2011,6.9005,64,15.6375,2.0275,0.4525,3.5675,1.285,0.1334
6/17/2011,6.7619,68,15.59,1.5575,0.4375,2.755,1.33,0.1444
6/10/2011,6.8063,68,14.2625,1.725,0.39,3.0675,1.125,0.1324
6/3/2011,6.7137,70,15.085,1.7775,0.5025,2.9175,1.4625,0.1344
5/27/2011,6.929,72,15.135,1.8575,0.4975,3.0675,1.4475,0.1354
5/20/2011,6.9147,70,14.28,2.2125,0.5775,3.5575,1.5775,0.1304
5/13/2011,7.0206,71,16.17,2.5125,0.6325,3.8725,1.6725,0.1354
5/6/2011,6.7051,62,13.8725,1.8,0.595,2.6825,1.7675,0.1384
4/29/2011,6.5686,62,12.715,1.5325,0.3325,2.455,1.475,0.1404
4/22/2011,6.7197,66,12.56,1.795,0.7225,2.6775,1.915,0.1404
4/15/2011,6.7981,65,12.9625,1.6225,0.4775,2.95,1.5,0.1534
4/8/2011,6.637,66,12.3225,1.8625,0.55,3.33,1.6,0.1464
4/1/2011,6.6978,66,12.7675,1.9475,0.5,3.57,1.535,0.1594
3/25/2011,6.8491,68,13.7475,2.0475,0.5,3.68,1.545,0.1684
3/18/2011,6.9972,67,14.9175,2.09,0.5025,3.76,1.54,0.1854
3/11/2011,6.8798,72,12.4375,1.62,0.495,3.045,1.565,0.1804
3/4/2011,6.8765,73,13.19,2.115,0.67,3.48,1.98,0.1954
2/25/2011,7.0245,73,13.575,1.9,0.48,3.555,1.52,0.2054
2/18/2011,7.142,74,13.345,1.97,0.475,3.63,1.49,0.2014
2/11/2011,7.2788,75,13.61,1.795,0.48,3.215,1.5,0.1994
2/4/2011,7.2531,78,13.975,1.895,0.495,3.375,1.53,0.2094
1/28/2011,7.18,76,13.935,1.59,0.48,2.89,1.525,0.2374
1/21/2011,7.0568,73,14.735,1.705,0.48,3.055,1.515,0.2104
1/14/2011,6.9351,69,12.99,1.7,0.515,3.195,1.67,0.2134
1/7/2011,6.8045,72,13.585,1.615,0.51,3.045,1.66,0.2164
12/31/2010,6.6291,70,11.525,1.52,0.525,2.83,1.71,0.2224
12/24/2010,6.738,79,11.545,1.515,0.525,2.795,1.645,0.2154
12/17/2010,6.88,77,13.435,1.55,0.515,2.9,1.665,0.2244
12/10/2010,6.8655,70,13.59,1.725,0.52,3.155,1.685,0.2104
12/3/2010,6.876,74,13.865,2.095,0.47,3.09,1.49,0.2304
11/26/2010,7.153,76,15.08,1.99,0.505,3.18,1.475,0.2354
11/19/2010,7.0021,74,14.105,1.865,0.505,2.955,1.55,0.2414
11/12/2010,6.965,80,15.9175,1.595,0.485,2.96,1.53,0.2284
11/5/2010,6.7749,76,14.1125,1.6125,0.5025,3.005,1.46,0.2334
10/29/2010,6.999,79,16.11,1.75,0.47,3.18,1.445,0.2204
10/22/2010,6.9385,79,14.27,1.64,0.47,2.915,1.465,0.2364
10/15/2010,6.8413,75,13.84,1.56,0.455,2.625,1.425,0.2314
10/8/2010,6.84,77,14.7025,2.1725,0.495,3.455,1.55,0.2304
10/1/2010,6.9309,77,13.275,1.87,0.395,2.885,1.245,0.2374
9/24/2010,7.019,79,13.145,2.2775,0.4225,2.9875,1.295,0.2414
9/17/2010,7.1407,80,13.145,2.19,0.3925,2.825,1.2225,0.2424
9/10/2010,7.1913,82,12.81,2.8575,0.4375,3.94,1.3325,0.2234
9/3/2010,7.1953,85,13.04,2.825,0.425,3.965,1.2675,0.2204
8/27/2010,7.3102,89,13.72,3.555,0.4775,4.865,1.285,0.2264
8/20/2010,7.3175,89,13.875,3.07,0.605,5.0325,1.82,0.2244
8/13/2010,7.307,88,14.22,3.32,0.4725,4.55,1.325,0.2204
8/6/2010,7.225,88,13.875,3.2925,0.54,4.765,1.515,0.2204
7/30/2010,7.2972,90,13.955,2.93,0.6475,5.1725,1.9425,0.2304
7/23/2010,7.4345,90,14.305,3.0975,0.6075,5.36,1.7375,0.2284
7/16/2010,7.6105,92,14.325,2.94,0.6825,5.3675,1.9725,0.2194
7/9/2010,7.5988,92,15.34,3.08,0.655,5.15,1.775,0.2204
7/2/2010,7.7364,94,17.6,3.3125,0.59,4.71,1.755,0.2304
6/25/2010,7.625,93,17.145,2.77,0.585,4.685,1.735,0.2014
6/18/2010,7.4805,93,15.7,2.865,0.675,5.1975,1.93,0.2204
6/11/2010,7.685,96,17.985,3.12,0.645,5.5725,1.81,0.2134
6/4/2010,7.7923,97,19.26,3.13,0.645,5.57,1.88,0.2414
5/28/2010,7.6325,93,19.47,3.3675,0.605,5.89,1.68,0.2634
5/21/2010,7.8549,96,23.775,3.5725,0.635,6.4225,1.74,0.2554
5/14/2010,7.5488,94,17.8875,2.8675,0.6175,5.025,1.7325,0.2484
5/7/2010,7.6597,100,21.48,3.1675,0.515,5.505,1.455,0.2774
4/30/2010,7.389,90,14.56,2.34,0.605,4.22,1.85,0.2554
4/23/2010,7.4184,91,14.41,2.095,0.53,3.8175,1.61,0.2624
4/16/2010,7.39,106,13.995,2.57,0.545,4.5625,1.57,0.2374
4/9/2010,7.254,90,12.99,1.785,0.505,3.1975,1.61,0.2424
4/2/2010,7.2463,93,11.325,2.185,0.5,2.5925,1.625,0.2304
3/26/2010,7.4309,94,12.295,2.5075,0.665,4.4325,2.005,0.2349
3/19/2010,7.3351,97,13.145,2.395,0.52,3.91,1.59,0.2334
3/12/2010,7.3944,100,14.51,2.335,0.54,3.575,1.63,0.2134
3/5/2010,7.4073,99,14.555,2.37,0.685,4.32,2.08,0.1984
2/26/2010,7.7154,108,15.87,2.1475,0.545,3.7525,1.65,0.1574
2/19/2010,7.662,100,15.715,2.26,0.595,3.975,1.74,0.1804
2/12/2010,7.6938,105,16.1975,2.3625,0.5775,4.095,1.7375,0.1704
2/5/2010,7.7872,115,17.58,2.895,0.665,4.9325,1.805,0.1754
1/29/2010,7.6263,105,16.27,2.735,0.63,4.7025,1.785,0.1734
1/22/2010,7.6359,103,17.98,2.8525,0.6,4.92,1.755,0.1789
1/15/2010,7.3986,101,17.555,3.0225,0.66,5.0675,1.865,0.1774
1/8/2010,7.3539,101,18.01,3.0125,0.63,5.25,1.87,0.1674
